GEOID,NAME,TotalE,TotalM,PovertyE,PovertyM,median_incomeE,median_incomeM,pct_pov,median_income
36047025000,"Census Tract 250, Kings County, New York",1799,393,253,105,21996,4334,14.0633685380767,21996
36047025600,"Census Tract 256, Kings County, New York",3166,700,857,307,22227,2253,27.0688566013898,22227
36047025902,"Census Tract 259.02, Kings County, New York",3650,638,1860,573,11329,1344,50.9589041095891,11329
36047026300,"Census Tract 263, Kings County, New York",2047,308,462,151,30378,7239,22.5696140693698,30378
36047031701,"Census Tract 317.01, Kings County, New York",3671,646,288,159,54322,9831,7.84527376736584,54322
36047028200,"Census Tract 282, Kings County, New York",3605,468,493,318,31108,7436,13.6754507628294,31108
36047036001,"Census Tract 360.01, Kings County, New York",3156,336,900,261,19221,5615,28.5171102661597,19221
36047037000,"Census Tract 370, Kings County, New York",4016,559,662,357,34313,8428,16.4840637450199,34313
36047038700,"Census Tract 387, Kings County, New York",3965,717,1224,599,31583,7298,30.8701134930643,31583
36047033900,"Census Tract 339, Kings County, New York",4398,581,1092,466,37785,10236,24.8294679399727,37785
36047040800,"Census Tract 408, Kings County, New York",3485,613,182,159,42814,9268,5.22238163558106,42814
36047041700,"Census Tract 417, Kings County, New York",3221,698,777,277,21304,2475,24.1229431853462,21304
36047045000,"Census Tract 450, Kings County, New York",648,229,160,125,,,24.6913580246914,
36047047600,"Census Tract 476, Kings County, New York",3004,860,569,399,17851,6172,18.9414114513981,17851
36047042700,"Census Tract 427, Kings County, New York",4730,648,1231,375,38060,10005,26.0253699788584,38060
36047043800,"Census Tract 438, Kings County, New York",2532,302,563,200,31574,3123,22.2353870458136,31574
36047051700,"Census Tract 517, Kings County, New York",2691,395,218,131,102625,19837,8.10107766629506,102625
36047055600,"Census Tract 556, Kings County, New York",3657,629,961,481,25453,6541,26.2783702488379,25453
36047057100,"Census Tract 571, Kings County, New York",3956,561,420,392,61380,8396,10.6167846309403,61380
36047058000,"Census Tract 580, Kings County, New York",4099,711,848,430,23592,9205,20.6879726762625,23592
36047059100,"Census Tract 591, Kings County, New York",3595,449,269,116,59232,11148,7.48261474269819,59232
36047059600,"Census Tract 596, Kings County, New York",2264,385,270,166,40716,5712,11.9257950530035,40716
36047053800,"Census Tract 538, Kings County, New York",5487,935,678,240,31806,6464,12.356478950246,31806
36047064600,"Census Tract 646, Kings County, New York",1996,367,131,117,45568,16874,6.56312625250501,45568
36047065000,"Census Tract 650, Kings County, New York",1542,291,163,137,31000,9595,10.5706874189364,31000
36047081000,"Census Tract 810, Kings County, New York",2202,413,407,201,31210,9039,18.4831970935513,31210
36047083400,"Census Tract 834, Kings County, New York",1524,307,228,190,40500,9837,14.9606299212598,40500
36047069200,"Census Tract 692, Kings County, New York",2434,351,26,23,47443,7223,1.06820049301561,47443
36047073200,"Census Tract 732, Kings County, New York",2162,379,345,312,39938,6599,15.9574468085106,39938
36047075200,"Census Tract 752, Kings County, New York",1007,253,15,18,54615,9633,1.48957298907646,54615
36047093000,"Census Tract 930, Kings County, New York",3107,388,357,155,36301,3556,11.4901834567107,36301
36047096200,"Census Tract 962, Kings County, New York",1833,533,59,52,38297,1610,3.21876704855428,38297
36047099200,"Census Tract 992, Kings County, New York",2266,434,222,150,41506,5190,9.79699911738747,41506
36047112000,"Census Tract 1120, Kings County, New York",3242,634,857,347,26069,5372,26.4342998149291,26069
36047087600,"Census Tract 876, Kings County, New York",1770,411,397,198,30784,4535,22.4293785310734,30784
36047089000,"Census Tract 890, Kings County, New York",5789,1192,695,317,26516,2748,12.0055277249957,26516
36047113400,"Census Tract 1134, Kings County, New York",2797,491,1064,304,18616,3659,38.0407579549517,18616
36047116600,"Census Tract 1166, Kings County, New York",2992,630,360,134,29707,5684,12.0320855614973,29707
36047119200,"Census Tract 1192, Kings County, New York",3043,693,676,261,28037,7202,22.214919487348,28037
36059416000,"Census Tract 4160, Nassau County, New York",4209,566,62,47,64107,10707,1.47303397481587,64107
36059414800,"Census Tract 4148, Nassau County, New York",7065,1035,324,190,52528,12574,4.5859872611465,52528
36059407600,"Census Tract 4076, Nassau County, New York",5554,776,82,46,50541,4405,1.47641339575081,50541
36059414202,"Census Tract 4142.02, Nassau County, New York",3914,634,710,320,33125,7912,18.1400102197241,33125
36059410700,"Census Tract 4107, Nassau County, New York",7159,895,116,120,45645,7042,1.62033803603855,45645
36059521802,"Census Tract 5218.02, Nassau County, New York",3718,390,95,79,42786,4214,2.55513717052179,42786
36059411100,"Census Tract 4111, Nassau County, New York",4379,668,1055,595,24701,3103,24.0922585065083,24701
36059406600,"Census Tract 4066, Nassau County, New York",4123,490,160,136,71373,12997,3.88066941547417,71373
36059410100,"Census Tract 4101, Nassau County, New York",5825,615,87,64,68458,9284,1.49356223175966,68458
36059517301,"Census Tract 5173.01, Nassau County, New York",3529,746,230,188,36384,9303,6.51742703315387,36384
36059302700,"Census Tract 3027, Nassau County, New York",4295,504,96,90,41213,11476,2.23515715948778,41213
36059301101,"Census Tract 3011.01, Nassau County, New York",6725,31,1325,625,43423,8463,19.7026022304833,43423
36059404902,"Census Tract 4049.02, Nassau County, New York",5537,709,701,383,42128,4180,12.6602853530793,42128
36081005000,"Census Tract 50, Queens County, New York",0,12,0,12,,,,
36081006900,"Census Tract 69, Queens County, New York",3785,598,517,283,64461,14837,13.6591809775429,64461
36081007500,"Census Tract 75, Queens County, New York",3982,681,489,223,51812,14637,12.2802611752888,51812
36081016100,"Census Tract 161, Queens County, New York",2301,338,184,76,32120,5200,7.99652325076054,32120
36081018000,"Census Tract 180, Queens County, New York",1458,377,284,167,22500,13583,19.4787379972565,22500
36081009700,"Census Tract 97, Queens County, New York",3812,509,329,214,52090,3989,8.63064008394544,52090
36081011300,"Census Tract 113, Queens County, New York",4326,600,360,144,48133,9209,8.32177531206657,48133
36081013800,"Census Tract 138, Queens County, New York",3724,571,307,152,41250,6251,8.24382384532761,41250
36081015000,"Census Tract 150, Queens County, New York",2562,455,340,236,32313,4255,13.2708821233411,32313
36081002200,"Census Tract 22, Queens County, New York",2226,357,251,106,29103,7442,11.2758310871518,29103
36081004001,"Census Tract 40.01, Queens County, New York",2107,318,287,131,31620,7819,13.6212624584718,31620
36081018402,"Census Tract 184.02, Queens County, New York",2399,416,269,181,28429,8612,11.2130054189246,28429
36081020600,"Census Tract 206, Queens County, New York",1721,366,141,148,27437,5879,8.19291109819872,27437
36081024700,"Census Tract 247, Queens County, New York",1394,296,120,67,31343,1220,8.60832137733142,31343
36081027900,"Census Tract 279, Queens County, New York",6209,1142,622,237,30101,4792,10.0177162183927,30101
36081028500,"Census Tract 285, Queens County, New York",4800,788,464,221,46139,8245,9.66666666666667,46139
36081052400,"Census Tract 524, Queens County, New York",1815,385,303,149,31555,10001,16.6942148760331,31555
36081037300,"Census Tract 373, Queens County, New York",2345,513,319,209,28097,4226,13.6034115138593,28097
36081040000,"Census Tract 400, Queens County, New York",1509,294,89,66,44632,9524,5.89794565937707,44632
36081044601,"Census Tract 446.01, Queens County, New York",3666,549,423,186,29863,3404,11.5384615384615,29863
36081046800,"Census Tract 468, Queens County, New York",3426,642,430,285,31395,1977,12.5510799766492,31395
36081049500,"Census Tract 495, Queens County, New York",1600,236,98,102,36351,9013,6.125,36351
36081050202,"Census Tract 502.02, Queens County, New York",1327,212,108,56,27426,7597,8.13865862848531,27426
36081059800,"Census Tract 598, Queens County, New York",1807,483,35,24,41408,2897,1.93691200885446,41408
36081060800,"Census Tract 608, Queens County, New York",1568,227,74,56,33594,7249,4.71938775510204,33594
36081063200,"Census Tract 632, Queens County, New York",2441,327,83,50,35156,6369,3.40024580090127,35156
36081065000,"Census Tract 650, Queens County, New York",2801,458,186,121,45368,8554,6.64048554087826,45368
36081065702,"Census Tract 657.02, Queens County, New York",1491,196,149,134,40214,10396,9.99329309188464,40214
36081056400,"Census Tract 564, Queens County, New York",1089,266,76,47,32500,7124,6.97887970615243,32500
36081057900,"Census Tract 579, Queens County, New York",1690,268,158,120,30258,3958,9.3491124260355,30258
36081092500,"Census Tract 925, Queens County, New York",3211,737,622,363,24222,4160,19.3709124883214,24222
36081069400,"Census Tract 694, Queens County, New York",3352,584,395,192,39274,7789,11.7840095465394,39274
36081072900,"Census Tract 729, Queens County, New York",1341,289,18,22,58401,10638,1.34228187919463,58401
36081078800,"Census Tract 788, Queens County, New York",1935,442,56,46,37151,12322,2.89405684754522,37151
36081083800,"Census Tract 838, Queens County, New York",4994,778,157,144,36538,6152,3.14377252703244,36538
36081142900,"Census Tract 1429, Queens County, New York",3944,589,112,105,27245,5742,2.83975659229209,27245
36081104700,"Census Tract 1047, Queens County, New York",6738,1342,432,223,31921,6791,6.41139804096171,31921
36081118100,"Census Tract 1181, Queens County, New York",1632,275,334,186,32697,11154,20.4656862745098,32697
36081120100,"Census Tract 1201, Queens County, New York",1506,361,203,91,31932,9495,13.4794156706507,31932
36081146700,"Census Tract 1467, Queens County, New York",2614,337,187,82,50192,11686,7.15378729915838,50192
36083052603,"Census Tract 526.03, Rensselaer County, New York",2879,14,118,90,37058,4886,4.09864536297325,37058
36083052402,"Census Tract 524.02, Rensselaer County, New York",2454,286,55,33,44083,11584,2.24123879380603,44083
36085003600,"Census Tract 36, Richmond County, New York",2965,447,260,288,48043,9294,8.76897133220911,48043
36085013400,"Census Tract 134, Richmond County, New York",4127,828,808,650,37787,3648,19.578386236976,37787
36085017300,"Census Tract 173, Richmond County, New York",2329,324,447,150,27865,8522,19.1927866036926,27865
36085027302,"Census Tract 273.02, Richmond County, New York",4225,789,716,574,31803,4843,16.9467455621302,31803
36111951400,"Census Tract 9514, Ulster County, New York",3608,475,1079,599,24563,4105,29.9057649667406,24563
36021001500,"Census Tract 15, Columbia County, New York",1182,150,204,79,40341,6449,17.258883248731,40341
36061012500,"Census Tract 125, New York County, New York",2273,332,300,104,100244,16975,13.1984161900572,100244
36061011402,"Census Tract 114.02, New York County, New York",2087,538,86,44,120833,37444,4.12074748442741,120833
36061011900,"Census Tract 119, New York County, New York",1024,208,495,184,19508,9124,48.33984375,19508
36061014601,"Census Tract 146.01, New York County, New York",4263,706,439,440,85525,21001,10.2979122683556,85525
36061020600,"Census Tract 206, New York County, New York",3405,602,843,299,34122,13359,24.7577092511013,34122
36061020101,"Census Tract 201.01, New York County, New York",1759,177,67,42,10292,8570,3.8089823763502,10292
36061019600,"Census Tract 196, New York County, New York",4297,592,1522,432,18125,3034,35.4200605073307,18125
36061012400,"Census Tract 124, New York County, New York",10626,1461,362,210,73681,7721,3.40673818934688,73681
36061022302,"Census Tract 223.02, New York County, New York",3067,368,925,232,21071,7840,30.1597652429084,21071
36061024900,"Census Tract 249, New York County, New York",957,191,188,73,29657,4053,19.644723092999,29657
36061023900,"Census Tract 239, New York County, New York",3122,551,525,225,19617,4995,16.8161434977579,19617
36061017401,"Census Tract 174.01, New York County, New York",4531,669,1521,610,25154,9066,33.5687486206136,25154
36061023502,"Census Tract 235.02, New York County, New York",1845,361,383,157,27440,4051,20.7588075880759,27440
36061010200,"Census Tract 102, New York County, New York",160,111,25,23,80653,46208,15.625,80653
36061008400,"Census Tract 84, New York County, New York",1524,370,181,117,107277,59510,11.8766404199475,107277
36061027900,"Census Tract 279, New York County, New York",11988,1263,2217,712,25362,4689,18.4934934934935,25362
36061009700,"Census Tract 97, New York County, New York",4490,423,641,274,41728,4865,14.2761692650334,41728
36061002500,"Census Tract 25, New York County, New York",5483,920,2616,770,11401,1354,47.7111070581798,11401
36061010601,"Census Tract 106.01, New York County, New York",7238,1482,227,168,119190,46607,3.13622547665101,119190
36061020701,"Census Tract 207.01, New York County, New York",2825,378,580,195,39557,8717,20.5309734513274,39557
36009960300,"Census Tract 9603, Cattaraugus County, New York",4813,439,469,119,32080,2097,9.74444213588199,32080
36013037100,"Census Tract 371, Chautauqua County, New York",3642,190,330,148,27492,7191,9.06095551894563,27492
36063022200,"Census Tract 222, Niagara County, New York",3674,639,373,233,36215,8208,10.1524224278715,36215
36063024002,"Census Tract 240.02, Niagara County, New York",1889,221,293,102,29000,3706,15.5108523028057,29000
36063022601,"Census Tract 226.01, Niagara County, New York",2467,303,311,121,29583,3096,12.606404539927,29583
36103110902,"Census Tract 1109.02, Suffolk County, New York",4270,789,473,196,40856,9391,11.0772833723653,40856
36103146500,"Census Tract 1465, Suffolk County, New York",5244,579,81,62,43175,10743,1.54462242562929,43175
36103135101,"Census Tract 1351.01, Suffolk County, New York",4028,358,81,61,61513,13605,2.01092353525323,61513
36103145807,"Census Tract 1458.07, Suffolk County, New York",4285,877,108,102,43310,3752,2.52042007001167,43310
36103146203,"Census Tract 1462.03, Suffolk County, New York",5044,1026,727,400,31543,5858,14.4131641554322,31543
36103146612,"Census Tract 1466.12, Suffolk County, New York",4913,423,79,59,49070,8229,1.60797883167108,49070
36103122602,"Census Tract 1226.02, Suffolk County, New York",4254,428,249,162,43883,11018,5.85331452750353,43883
36103111803,"Census Tract 1118.03, Suffolk County, New York",2864,353,61,66,53333,12804,2.12988826815642,53333
36103190603,"Census Tract 1906.03, Suffolk County, New York",4714,844,365,166,37676,10578,7.7428935086975,37676
36103159107,"Census Tract 1591.07, Suffolk County, New York",4632,1550,994,1244,37926,7341,21.4594127806563,37926
36103158315,"Census Tract 1583.15, Suffolk County, New York",4336,547,76,50,47599,7661,1.75276752767528,47599
36103158705,"Census Tract 1587.05, Suffolk County, New York",4179,874,427,244,33300,5908,10.2177554438861,33300
36027060301,"Census Tract 603.01, Dutchess County, New York",3987,460,83,81,50009,8748,2.08176573865061,50009
36075021104,"Census Tract 211.04, Oswego County, New York",2535,295,524,203,31113,5149,20.6706114398422,31113
36087010602,"Census Tract 106.02, Rockland County, New York",6430,459,856,426,29488,4495,13.3125972006221,29488
36087011700,"Census Tract 117, Rockland County, New York",3114,36,189,101,55306,6412,6.06936416184971,55306
36089491500,"Census Tract 4915, St. Lawrence County, New York",3381,344,853,264,29253,5695,25.2292221236321,29253
36109000100,"Census Tract 1, Tompkins County, New York",1575,245,314,134,33374,3759,19.9365079365079,33374
36109001600,"Census Tract 16, Tompkins County, New York",4381,159,312,130,39276,5850,7.12166172106825,39276
36119013600,"Census Tract 136, Westchester County, New York",4335,571,197,93,33942,4935,4.5444059976932,33942
36119007401,"Census Tract 74.01, Westchester County, New York",4693,368,131,108,43966,8565,2.79139143405071,43966
36119008100,"Census Tract 81, Westchester County, New York",4714,945,237,165,35474,7415,5.02757742893509,35474
36119003000,"Census Tract 30, Westchester County, New York",2371,322,237,270,30474,5224,9.99578237030789,30474
36119003500,"Census Tract 35, Westchester County, New York",1653,250,516,231,24159,7868,31.2159709618875,24159
36119006600,"Census Tract 66, Westchester County, New York",5848,628,696,481,35491,9852,11.9015047879617,35491
36119001200,"Census Tract 12, Westchester County, New York",4204,730,1222,430,25046,7726,29.0675547098002,25046
36119002106,"Census Tract 21.06, Westchester County, New York",2424,256,387,215,33839,3359,15.9653465346535,33839
36119009100,"Census Tract 91, Westchester County, New York",5802,1024,934,765,33096,4367,16.0978972768011,33096
36119000104,"Census Tract 1.04, Westchester County, New York",1326,848,0,12,112786,79198,0,112786
36011041600,"Census Tract 416, Cayuga County, New York",2610,418,189,134,34511,8842,7.24137931034483,34511
36065026400,"Census Tract 264, Oneida County, New York",5925,869,2681,743,15456,5961,45.2489451476793,15456
36065020705,"Census Tract 207.05, Oneida County, New York",1899,294,244,134,35872,4505,12.8488678251711,35872
36065020803,"Census Tract 208.03, Oneida County, New York",2770,572,1241,410,13575,4457,44.8014440433213,13575
36039080800,"Census Tract 808, Greene County, New York",2592,264,0,12,,,0,
36043010701,"Census Tract 107.01, Herkimer County, New York",2443,300,720,305,25259,7967,29.4719607040524,25259
36113070400,"Census Tract 704, Warren County, New York",3889,342,523,180,27577,3976,13.4481871946516,27577
36091061303,"Census Tract 613.03, Saratoga County, New York",1937,255,0,12,2499,,0,2499
36091060400,"Census Tract 604, Saratoga County, New York",2627,257,343,172,27705,3448,13.0567186905215,27705
36091060902,"Census Tract 609.02, Saratoga County, New York",1865,216,229,117,33585,2739,12.2788203753351,33585
36071010801,"Census Tract 108.01, Orange County, New York",4818,630,276,103,35268,3875,5.72851805728518,35268
36071013700,"Census Tract 137, Orange County, New York",2736,249,142,119,44375,6677,5.19005847953216,44375
36077591000,"Census Tract 5910, Otsego County, New York",3454,506,650,274,22677,3594,18.8187608569774,22677
36001013200,"Census Tract 132, Albany County, New York",3393,440,1014,356,22151,6850,29.8850574712644,22151
36001014202,"Census Tract 142.02, Albany County, New York",6085,642,100,63,54000,7806,1.64338537387017,54000
36001000501,"Census Tract 5.01, Albany County, New York",3410,720,1175,422,17547,7956,34.4574780058651,17547
36001002200,"Census Tract 22, Albany County, New York",2657,510,514,300,25411,7201,19.3451260820474,25411
36033950501,"Census Tract 9505.01, Franklin County, New York",3437,432,1048,358,20597,3457,30.4917078847832,20597
36007011902,"Census Tract 119.02, Broome County, New York",2610,16,478,321,31739,5869,18.3141762452107,31739
36007013301,"Census Tract 133.01, Broome County, New York",4456,473,503,416,34109,7130,11.2881508078995,34109
36007013800,"Census Tract 138, Broome County, New York",3084,369,327,199,31605,4649,10.6031128404669,31605
36093020200,"Census Tract 202, Schenectady County, New York",2154,474,590,353,26178,7690,27.3909006499536,26178
36093021700,"Census Tract 217, Schenectady County, New York",3563,607,818,376,22635,4900,22.9581813078866,22635
36067014000,"Census Tract 140, Onondaga County, New York",3575,493,445,215,28238,2756,12.4475524475524,28238
36067011022,"Census Tract 110.22, Onondaga County, New York",3549,542,339,247,37181,4740,9.5519864750634,37181
36067004500,"Census Tract 45, Onondaga County, New York",2147,454,740,290,19142,5807,34.4666977177457,19142
36067011232,"Census Tract 112.32, Onondaga County, New York",4135,433,154,81,51697,5139,3.72430471584039,51697
36067015201,"Census Tract 152.01, Onondaga County, New York",3217,340,69,47,40039,8857,2.14485545539322,40039
36067000200,"Census Tract 2, Onondaga County, New York",3250,632,774,372,26425,8729,23.8153846153846,26425
36067000800,"Census Tract 8, Onondaga County, New York",3135,551,1232,413,18370,5200,39.2982456140351,18370
36087011405,"Census Tract 114.05, Rockland County, New York",4480,674,185,123,41954,7491,4.12946428571429,41954
36061021500,"Census Tract 215, New York County, New York",4277,521,965,320,33333,2388,22.5625438391396,33333
36103158410,"Census Tract 1584.10, Suffolk County, New York",2975,417,305,182,34200,6387,10.2521008403361,34200
36103146001,"Census Tract 1460.01, Suffolk County, New York",5380,691,385,224,30301,5784,7.15613382899628,30301
36005012901,"Census Tract 129.01, Bronx County, New York",4677,762,1532,546,17485,3607,32.7560401967073,17485
36005015900,"Census Tract 159, Bronx County, New York",2115,459,847,245,14769,7625,40.0472813238771,14769
36005017901,"Census Tract 179.01, Bronx County, New York",4955,924,1485,502,20224,5251,29.9697275479314,20224
36005040501,"Census Tract 405.01, Bronx County, New York",4128,576,1135,405,20672,2561,27.4951550387597,20672
36005014702,"Census Tract 147.02, Bronx County, New York",5274,934,2173,585,15759,3625,41.2021236253318,15759
36047012600,"Census Tract 126, Kings County, New York",2799,361,492,182,23214,5803,17.577706323687,23214
36047051601,"Census Tract 516.01, Kings County, New York",5123,687,836,405,36526,7626,16.3185633417919,36526
36047114400,"Census Tract 1144, Kings County, New York",2580,457,905,333,22108,5619,35.077519379845,22108
36081018101,"Census Tract 181.01, Queens County, New York",3589,505,584,293,38611,5214,16.2719420451379,38611
36081026902,"Census Tract 269.02, Queens County, New York",3452,491,442,203,25670,3689,12.8041714947856,25670
36081075701,"Census Tract 757.01, Queens County, New York",4695,677,226,144,73807,10563,4.8136315228967,73807
36081100801,"Census Tract 1008.01, Queens County, New York",2708,589,139,92,35089,4079,5.13293943870015,35089
36081077300,"Census Tract 773, Queens County, New York",2049,252,123,73,54559,17203,6.00292825768668,54559
36027130003,"Census Tract 1300.03, Dutchess County, New York",5426,372,444,238,36230,10838,8.18282344268338,36230
36059407204,"Census Tract 4072.04, Nassau County, New York",2665,528,258,130,29737,4714,9.68105065666041,29737
36059980100,"Census Tract 9801, Nassau County, New York",1007,191,0,12,3651,782,0,3651
36119014811,"Census Tract 148.11, Westchester County, New York",5753,489,82,57,62615,8967,1.42534329914827,62615
36065025900,"Census Tract 259, Oneida County, New York",1624,200,51,40,13464,2627,3.14039408866995,13464
36055013508,"Census Tract 135.08, Monroe County, New York",4005,409,119,100,33051,4715,2.97128589263421,33051
36055011504,"Census Tract 115.04, Monroe County, New York",7237,1132,242,186,45964,11494,3.34392704159182,45964
36015000200,"Census Tract 2, Chemung County, New York",2488,491,458,221,27861,3825,18.4083601286174,27861
36031961001,"Census Tract 9610.01, Essex County, New York",1234,327,172,131,31389,9760,13.9384116693679,31389
36079010202,"Census Tract 102.02, Putnam County, New York",3640,414,763,307,32359,9635,20.9615384615385,32359
36001013604,"Census Tract 136.04, Albany County, New York",6472,680,374,226,15494,4750,5.778739184178,15494
36083040702,"Census Tract 407.02, Rensselaer County, New York",1646,333,315,125,29080,8183,19.1373025516403,29080
36073040701,"Census Tract 407.01, Orleans County, New York",2768,366,555,324,24296,2383,20.0505780346821,24296
36051030701,"Census Tract 307.01, Livingston County, New York",2309,329,84,76,32314,5814,3.63793850151581,32314
