GEOID,NAME,TotalE,TotalM,PovertyE,PovertyM,median_incomeE,median_incomeM,pct_pov,median_income
36005005600,"Census Tract 56, Bronx County, New York",2267,288,628,265,20496,2655,27.7018085575651,20496
36005006400,"Census Tract 64, Bronx County, New York",3722,520,999,412,20644,5775,26.84040838259,20644
36005006800,"Census Tract 68, Bronx County, New York",2671,415,536,182,22500,8031,20.067390490453,22500
36005007300,"Census Tract 73, Bronx County, New York",3526,420,1210,426,14252,2785,34.3165059557572,14252
36005007700,"Census Tract 77, Bronx County, New York",1748,248,397,226,15833,9459,22.7116704805492,15833
36005008500,"Census Tract 85, Bronx County, New York",5541,682,1886,463,15757,3206,34.0371774048006,15757
36005009200,"Census Tract 92, Bronx County, New York",5419,766,1510,561,20629,5742,27.8649197268869,20629
36019100100,"Census Tract 1001, Clinton County, New York",5805,22,688,227,24315,2227,11.8518518518519,24315
36019100300,"Census Tract 1003, Clinton County, New York",6539,24,798,240,24043,3516,12.2037008716929,24043
36019101000,"Census Tract 1010, Clinton County, New York",4211,307,166,95,28484,9506,3.94205651864165,28484
36019102200,"Census Tract 1022, Clinton County, New York",3039,300,937,295,15981,2674,30.8325106943073,15981
36021000402,"Census Tract 4.02, Columbia County, New York",6211,215,258,141,27593,6126,4.15392046369345,27593
36021000900,"Census Tract 9, Columbia County, New York",1924,306,305,157,29944,5265,15.8523908523909,29944
36023970300,"Census Tract 9703, Cortland County, New York",3269,23,269,117,31657,2502,8.22881615172836,31657
36023970600,"Census Tract 9706, Cortland County, New York",2891,452,535,221,21271,2869,18.5057073676928,21271
36025970300,"Census Tract 9703, Delaware County, New York",2369,327,258,120,24144,5899,10.8906711692697,24144
36025970900,"Census Tract 9709, Delaware County, New York",553,245,0,123,3594,1116,0,3594
36027010000,"Census Tract 100, Dutchess County, New York",4404,19,607,321,26408,2626,13.7829246139873,26408
36027020004,"Census Tract 200.04, Dutchess County, New York",2609,245,16,20,36774,10484,0.613261786124952,36774
36027050204,"Census Tract 502.04, Dutchess County, New York",3183,481,344,506,33176,9846,10.8074143889413,33176
36027060301,"Census Tract 603.01, Dutchess County, New York",4639,475,153,202,40742,2293,3.29812459581806,40742
36027070401,"Census Tract 704.01, Dutchess County, New York",4167,374,290,108,11294,1422,6.95944324454044,11294
36027110003,"Census Tract 1100.03, Dutchess County, New York",3911,244,56,45,43573,4685,1.43185885962669,43573
36027140101,"Census Tract 1401.01, Dutchess County, New York",6361,553,401,193,6725,856,6.30404024524446,6725
36027150005,"Census Tract 1500.05, Dutchess County, New York",2494,311,14,23,36133,5028,0.561347233360064,36133
36027160005,"Census Tract 1600.05, Dutchess County, New York",2749,17,223,120,33387,5893,8.11204074208803,33387
36027190301,"Census Tract 1903.01, Dutchess County, New York",3293,256,118,88,40024,6087,3.58335863953842,40024
36027210301,"Census Tract 2103.01, Dutchess County, New York",4620,372,347,225,34186,7552,7.51082251082251,34186
36027220901,"Census Tract 2209.01, Dutchess County, New York",4546,523,583,304,29428,3479,12.8244610646722,29428
36005009600,"Census Tract 96, Bronx County, New York",2302,343,617,293,23651,5895,26.8027801911381,23651
36005009800,"Census Tract 98, Bronx County, New York",5145,395,602,280,32105,1981,11.7006802721088,32105
36005011502,"Census Tract 115.02, Bronx County, New York",4663,574,2373,627,13433,2303,50.889984988205,13433
36005012101,"Census Tract 121.01, Bronx County, New York",2775,507,785,281,18318,3073,28.2882882882883,18318
36005013000,"Census Tract 130, Bronx County, New York",1134,196,63,58,33523,8370,5.55555555555556,33523
36005013300,"Census Tract 133, Bronx County, New York",6370,680,2878,728,11968,3577,45.1805337519623,11968
36005014400,"Census Tract 144, Bronx County, New York",5184,535,1362,407,20056,6010,26.2731481481482,20056
36005014900,"Census Tract 149, Bronx County, New York",3768,355,1442,388,15856,2137,38.2696390658174,15856
36005015500,"Census Tract 155, Bronx County, New York",3494,513,1027,311,13413,5041,29.3932455638237,13413
36005016200,"Census Tract 162, Bronx County, New York",1605,250,322,160,37905,12136,20.0623052959502,37905
36005016400,"Census Tract 164, Bronx County, New York",1040,165,62,63,37717,16368,5.96153846153846,37717
36005016900,"Census Tract 169, Bronx County, New York",2174,491,836,303,9950,2748,38.4544618215271,9950
36005017701,"Census Tract 177.01, Bronx County, New York",3867,550,1811,558,13492,4861,46.8321696405482,13492
36005018101,"Census Tract 181.01, Bronx County, New York",3088,427,826,338,12203,2526,26.7487046632124,12203
36005018900,"Census Tract 189, Bronx County, New York",8051,758,2443,602,16282,3782,30.3440566389268,16282
36005019700,"Census Tract 197, Bronx County, New York",8092,595,3268,644,15910,1662,40.3855659911023,15910
36005020200,"Census Tract 202, Bronx County, New York",2029,319,381,247,23424,5465,18.7777230162642,23424
36005020900,"Census Tract 209, Bronx County, New York",4199,512,1491,485,12586,5784,35.5084543939033,12586
36005021301,"Census Tract 213.01, Bronx County, New York",1331,310,646,278,17889,1516,48.5349361382419,17889
36005021602,"Census Tract 216.02, Bronx County, New York",5636,448,1346,402,35140,8468,23.8821859474805,35140
36005022101,"Census Tract 221.01, Bronx County, New York",3731,481,1742,573,18914,3730,46.6898954703833,18914
36005022401,"Census Tract 224.01, Bronx County, New York",2704,371,549,308,21282,4509,20.3032544378698,21282
36005022702,"Census Tract 227.02, Bronx County, New York",1662,315,176,128,17204,5717,10.589651022864,17204
36005022902,"Census Tract 229.02, Bronx County, New York",3222,428,1725,422,12158,4101,53.538175046555,12158
36005023301,"Census Tract 233.01, Bronx County, New York",4397,450,1126,425,15470,3965,25.6083693427337,15470
36005023600,"Census Tract 236, Bronx County, New York",1760,328,354,233,21170,2391,20.1136363636364,21170
36005024000,"Census Tract 240, Bronx County, New York",4162,517,951,318,26113,2937,22.8495915425276,26113
36005025400,"Census Tract 254, Bronx County, New York",1707,182,95,64,30139,9469,5.56531927357938,30139
36005026100,"Census Tract 261, Bronx County, New York",3589,453,138,79,30227,9510,3.84508219559766,30227
36005026500,"Census Tract 265, Bronx County, New York",6847,592,2189,514,14977,2779,31.9702059296042,14977
36005026701,"Census Tract 267.01, Bronx County, New York",4008,519,1363,540,18914,2705,34.0069860279441,18914
36005027700,"Census Tract 277, Bronx County, New York",5312,546,1684,520,15317,3861,31.7018072289157,15317
36005028500,"Census Tract 285, Bronx County, New York",3013,285,685,291,30618,5827,22.7348157982078,30618
36005029301,"Census Tract 293.01, Bronx County, New York",1725,198,108,77,52639,14363,6.26086956521739,52639
36005029302,"Census Tract 293.02, Bronx County, New York",4971,510,96,66,55372,10555,1.93120096560048,55372
36005029500,"Census Tract 295, Bronx County, New York",4139,357,167,93,46655,6184,4.03479101232182,46655
36005029600,"Census Tract 296, Bronx County, New York",2537,352,563,236,28080,2197,22.1915648403626,28080
36005030000,"Census Tract 300, Bronx County, New York",5819,652,642,329,31545,1515,11.032823509194,31545
36005031000,"Census Tract 310, Bronx County, New York",4978,434,139,122,33625,6147,2.7922860586581,33625
36005031800,"Census Tract 318, Bronx County, New York",2314,443,233,238,47611,9873,10.0691443388073,47611
36005032800,"Census Tract 328, Bronx County, New York",3937,338,856,291,20593,4583,21.742443484887,20593
36005033202,"Census Tract 332.02, Bronx County, New York",3665,589,1296,436,16384,6837,35.3615279672578,16384
36005033800,"Census Tract 338, Bronx County, New York",3749,497,748,242,26136,8011,19.9519871965858,26136
36005034400,"Census Tract 344, Bronx County, New York",1597,376,292,196,31168,8265,18.2842830306825,31168
36005035600,"Census Tract 356, Bronx County, New York",2194,355,234,237,32297,11206,10.665451230629,32297
36005036300,"Census Tract 363, Bronx County, New York",7815,742,2821,622,13533,3735,36.0972488803583,13533
36005036700,"Census Tract 367, Bronx County, New York",2078,350,973,373,9798,3617,46.8238691049086,9798
36005037000,"Census Tract 370, Bronx County, New York",2448,413,205,146,35203,10027,8.37418300653595,35203
36005037600,"Census Tract 376, Bronx County, New York",2602,504,408,197,22115,6544,15.6802459646426,22115
36005038000,"Census Tract 380, Bronx County, New York",3991,509,996,375,23846,4389,24.9561513405162,23846
36005038500,"Census Tract 385, Bronx County, New York",4521,543,1948,490,14755,3990,43.0878124308781,14755
36005039200,"Census Tract 392, Bronx County, New York",1761,324,416,234,27005,8959,23.6229415105054,27005
36005039800,"Census Tract 398, Bronx County, New York",3202,474,314,222,28528,8966,9.80637101811368,28528
36005040100,"Census Tract 401, Bronx County, New York",5288,478,1739,583,14749,2532,32.8857791225416,14749
36005040304,"Census Tract 403.04, Bronx County, New York",3246,423,844,445,17033,4050,26.0012322858903,17033
36005040701,"Census Tract 407.01, Bronx County, New York",3692,590,1034,321,16544,2565,28.0065005417118,16544
36005041100,"Census Tract 411, Bronx County, New York",2464,391,652,371,24538,4519,26.461038961039,24538
36005042000,"Census Tract 420, Bronx County, New York",3592,465,882,350,24981,2792,24.554565701559,24981
36005042200,"Census Tract 422, Bronx County, New York",3176,493,524,379,30275,3746,16.4987405541562,30275
36005042800,"Census Tract 428, Bronx County, New York",2173,291,211,190,41000,4911,9.7100782328578,41000
36005043600,"Census Tract 436, Bronx County, New York",2099,320,294,315,26035,3623,14.0066698427823,26035
36005044400,"Census Tract 444, Bronx County, New York",4225,460,325,202,32033,4171,7.69230769230769,32033
36005045101,"Census Tract 451.01, Bronx County, New York",1517,237,112,108,35847,8139,7.38299274884641,35847
36005048400,"Census Tract 484, Bronx County, New York",3346,507,393,267,35132,8622,11.7453676031082,35132
36007000200,"Census Tract 2, Broome County, New York",3450,405,791,323,19417,1415,22.9275362318841,19417
36007001800,"Census Tract 18, Broome County, New York",4466,416,1540,370,17995,3130,34.4827586206897,17995
36007012201,"Census Tract 122.01, Broome County, New York",2641,232,140,89,26895,2356,5.30102234002272,26895
36007012202,"Census Tract 122.02, Broome County, New York",4074,234,310,135,21921,1514,7.60922925871379,21921
36007012500,"Census Tract 125, Broome County, New York",6304,34,564,222,23396,2541,8.94670050761421,23396
36007013100,"Census Tract 131, Broome County, New York",2728,322,372,172,25689,1740,13.6363636363636,25689
36007013400,"Census Tract 134, Broome County, New York",4068,403,420,221,20528,3054,10.3244837758112,20528
36007013800,"Census Tract 138, Broome County, New York",3478,367,649,337,22996,2552,18.6601495112133,22996
36007014302,"Census Tract 143.02, Broome County, New York",9570,609,236,162,3423,404,2.46603970741902,3423
36009940200,"Census Tract 9402, Cattaraugus County, New York",0,123,0,123,,,,
36009960300,"Census Tract 9603, Cattaraugus County, New York",4725,316,624,176,23389,3545,13.2063492063492,23389
36009961200,"Census Tract 9612, Cattaraugus County, New York",3803,202,411,155,24240,1935,10.807257428346,24240
36011040300,"Census Tract 403, Cayuga County, New York",3693,255,475,144,24729,2593,12.8621716761441,24729
36011041100,"Census Tract 411, Cayuga County, New York",4489,359,252,146,27949,3034,5.61372243261305,27949
36011041800,"Census Tract 418, Cayuga County, New York",4243,375,676,283,19102,2737,15.9321234975253,19102
36011990200,"Census Tract 9902, Cayuga County, New York",0,123,0,123,,,,
36013030600,"Census Tract 306, Chautauqua County, New York",3987,362,1310,313,17480,2644,32.8567845497868,17480
36013035400,"Census Tract 354, Chautauqua County, New York",3041,277,982,284,17806,5273,32.2920092074975,17806
36013035902,"Census Tract 359.02, Chautauqua County, New York",2850,585,38,59,3342,421,1.33333333333333,3342
36013036700,"Census Tract 367, Chautauqua County, New York",4449,283,1057,311,21504,1823,23.7581478984041,21504
36013037000,"Census Tract 370, Chautauqua County, New York",3543,152,202,128,27857,3371,5.70138300874965,27857
36015000100,"Census Tract 1, Chemung County, New York",2783,408,1089,372,15972,1504,39.1304347826087,15972
36015000600,"Census Tract 6, Chemung County, New York",4634,497,1322,496,9148,1028,28.5282693137678,9148
36015010400,"Census Tract 104, Chemung County, New York",3536,168,27,29,26850,3680,0.763574660633484,26850
36015010900,"Census Tract 109, Chemung County, New York",4937,256,598,371,38396,2782,12.1126189993923,38396
36017970400,"Census Tract 9704, Chenango County, New York",3454,313,604,334,18785,2175,17.486971627099,18785
36047010400,"Census Tract 104, Kings County, New York",5380,589,2028,541,13977,3460,37.6951672862454,13977
36047010600,"Census Tract 106, Kings County, New York",6054,538,2111,570,15376,1675,34.8695077634622,15376
36047010800,"Census Tract 108, Kings County, New York",5148,585,1351,474,16667,3010,26.2432012432012,16667
36047011000,"Census Tract 110, Kings County, New York",2320,375,679,337,17500,5918,29.2672413793103,17500
36047011200,"Census Tract 112, Kings County, New York",5779,562,1755,498,14269,1667,30.3685758781796,14269
36047011400,"Census Tract 114, Kings County, New York",4286,483,1538,525,19155,4573,35.8842743817079,19155
36047012000,"Census Tract 120, Kings County, New York",1542,459,563,339,13750,8908,36.5110246433204,13750
36047012700,"Census Tract 127, Kings County, New York",3559,379,950,346,20978,6547,26.6928912615903,20978
36047013000,"Census Tract 130, Kings County, New York",5291,732,1261,537,20840,3624,23.8329238329238,20840
36047013300,"Census Tract 133, Kings County, New York",3759,496,189,123,51894,5632,5.02793296089386,51894
36047013700,"Census Tract 137, Kings County, New York",3835,1459,792,863,30221,23725,20.651890482399,30221
36047014100,"Census Tract 141, Kings County, New York",2939,364,381,204,41015,4503,12.9635930588636,41015
36047014800,"Census Tract 148, Kings County, New York",1282,125,6,10,45804,8783,0.46801872074883,45804
36047015100,"Census Tract 151, Kings County, New York",3751,488,120,65,52576,5740,3.19914689416156,52576
36047015700,"Census Tract 157, Kings County, New York",3810,417,205,121,68972,11523,5.38057742782152,68972
36047016300,"Census Tract 163, Kings County, New York",3341,336,507,233,41791,10449,15.1750972762646,41791
36047016600,"Census Tract 166, Kings County, New York",2013,204,141,106,31988,4157,7.00447093889717,31988
36047017600,"Census Tract 176, Kings County, New York",1765,294,320,228,25533,3901,18.1303116147309,25533
36047018000,"Census Tract 180, Kings County, New York",2807,416,421,190,17198,4535,14.9982187388671,17198
36047018400,"Census Tract 184, Kings County, New York",1765,235,216,99,21136,2686,12.2379603399433,21136
36047018600,"Census Tract 186, Kings County, New York",1660,263,123,97,27962,10036,7.40963855421687,27962
36047019200,"Census Tract 192, Kings County, New York",2237,393,702,329,19250,4185,31.3813142601699,19250
36047019600,"Census Tract 196, Kings County, New York",4622,509,1023,464,21582,4619,22.1332756382518,21582
36047020000,"Census Tract 200, Kings County, New York",2284,347,282,189,25038,5807,12.3467600700525,25038
36047020400,"Census Tract 204, Kings County, New York",1666,204,79,84,29219,10347,4.74189675870348,29219
36047021000,"Census Tract 210, Kings County, New York",3897,452,691,324,24356,4216,17.7315884013344,24356
36047021400,"Census Tract 214, Kings County, New York",2183,429,1025,379,22095,7576,46.9537333944114,22095
36047021800,"Census Tract 218, Kings County, New York",4220,688,1624,595,18998,4004,38.4834123222749,18998
36047022400,"Census Tract 224, Kings County, New York",5291,809,1372,621,22823,5691,25.9308259308259,22823
36047022900,"Census Tract 229, Kings County, New York",3209,374,595,280,32452,4600,18.5416017450919,32452
36047023300,"Census Tract 233, Kings County, New York",4835,519,1632,596,21084,3549,33.7538779731127,21084
36047024000,"Census Tract 240, Kings County, New York",4367,587,1041,379,20185,4214,23.8378749713762,20185
36047024700,"Census Tract 247, Kings County, New York",2056,229,569,231,22644,6165,27.6750972762646,22644
36047025200,"Census Tract 252, Kings County, New York",5622,502,919,373,19729,2180,16.3464959089292,19729
36047025500,"Census Tract 255, Kings County, New York",5547,490,2889,706,9652,1325,52.0822065981612,9652
36047025901,"Census Tract 259.01, Kings County, New York",1627,244,558,272,18458,4655,34.2962507682852,18458
36047026200,"Census Tract 262, Kings County, New York",2481,462,322,233,26800,5077,12.9786376461104,26800
36047027000,"Census Tract 270, Kings County, New York",1750,337,182,149,21491,7170,10.4,21491
36027221100,"Census Tract 2211, Dutchess County, New York",3448,442,1054,358,16579,1744,30.5684454756381,16579
36027300000,"Census Tract 3000, Dutchess County, New York",5475,321,655,337,25344,3369,11.9634703196347,25344
36027610000,"Census Tract 6100, Dutchess County, New York",2212,152,0,123,9053,5533,0,9053
36027640001,"Census Tract 6400.01, Dutchess County, New York",684,120,0,123,4517,2365,0,4517
36029000600,"Census Tract 6, Erie County, New York",5238,582,922,484,23296,3065,17.6021382206949,23296
36029001402,"Census Tract 14.02, Erie County, New York",3786,407,1717,388,14587,3332,45.351294241944,14587
36029003000,"Census Tract 30, Erie County, New York",3001,433,941,348,19497,3392,31.356214595135,19497
36029003700,"Census Tract 37, Erie County, New York",4412,432,1597,440,14852,4494,36.1967361740707,14852
36029004401,"Census Tract 44.01, Erie County, New York",3924,433,616,288,21032,2433,15.6982670744139,21032
36029004700,"Census Tract 47, Erie County, New York",7462,766,2838,832,16766,3538,38.0326990083088,16766
36029005202,"Census Tract 52.02, Erie County, New York",2968,538,631,264,9701,3977,21.2601078167116,9701
36029005600,"Census Tract 56, Erie County, New York",3575,378,1402,443,17298,2729,39.2167832167832,17298
36029006201,"Census Tract 62.01, Erie County, New York",2471,982,0,123,3950,661,0,3950
36029006601,"Census Tract 66.01, Erie County, New York",2914,534,809,276,16371,6193,27.7625257378174,16371
36029006901,"Census Tract 69.01, Erie County, New York",3533,724,1846,611,13405,3478,52.2502122841778,13405
36029007202,"Census Tract 72.02, Erie County, New York",1276,155,163,75,29500,9276,12.7742946708464,29500
36029007800,"Census Tract 78, Erie County, New York",5072,262,529,249,27095,1802,10.4298107255521,27095
36029007904,"Census Tract 79.04, Erie County, New York",3045,229,195,124,22618,2487,6.40394088669951,22618
36029008101,"Census Tract 81.01, Erie County, New York",5899,359,266,134,25333,3146,4.50923885404306,25333
36029008500,"Census Tract 85, Erie County, New York",2559,228,164,102,26817,2297,6.40875341930442,26817
36029008800,"Census Tract 88, Erie County, New York",3757,375,489,249,23761,3154,13.0157040191642,23761
36029009008,"Census Tract 90.08, Erie County, New York",4656,338,33,32,30976,4925,0.708762886597938,30976
36029009112,"Census Tract 91.12, Erie County, New York",2848,356,561,249,19224,2576,19.6980337078652,19224
36029009116,"Census Tract 91.16, Erie County, New York",5156,361,853,256,24980,6918,16.5438324282389,24980
36029009501,"Census Tract 95.01, Erie County, New York",5147,264,263,145,40405,5979,5.10977268311638,40405
36029009900,"Census Tract 99, Erie County, New York",3671,22,622,231,22299,2779,16.9436120947971,22299
36029010300,"Census Tract 103, Erie County, New York",1254,232,216,129,21017,2464,17.2248803827751,21017
36029010805,"Census Tract 108.05, Erie County, New York",5332,236,184,143,27399,3609,3.45086271567892,27399
36029010809,"Census Tract 108.09, Erie County, New York",3309,226,61,74,32535,4240,1.8434572378362,32535
36029010901,"Census Tract 109.01, Erie County, New York",2611,218,303,178,24885,7025,11.6047491382612,24885
36029010902,"Census Tract 109.02, Erie County, New York",4615,343,775,314,22414,2878,16.7930660888407,22414
36029011000,"Census Tract 110, Erie County, New York",1951,202,271,215,20579,5578,13.8903126601743,20579
36029011400,"Census Tract 114, Erie County, New York",2284,415,510,379,22224,4107,22.3292469352014,22224
36029011800,"Census Tract 118, Erie County, New York",3546,204,122,115,23193,3916,3.44049633389735,23193
36029012400,"Census Tract 124, Erie County, New York",2071,289,216,89,20475,3557,10.4297440849831,20475
36029013002,"Census Tract 130.02, Erie County, New York",4933,331,385,193,30866,3935,7.8045813906345,30866
36029013300,"Census Tract 133, Erie County, New York",3439,182,165,104,30014,3756,4.79790636813027,30014
36029013900,"Census Tract 139, Erie County, New York",2323,143,81,82,44489,4007,3.48687042617305,44489
36029014207,"Census Tract 142.07, Erie County, New York",5258,377,276,172,34268,3080,5.24914416127805,34268
36029014209,"Census Tract 142.09, Erie County, New York",4267,233,207,202,30212,4182,4.85118350128896,30212
36029014603,"Census Tract 146.03, Erie County, New York",4578,184,129,119,40597,6876,2.81782437745741,40597
36029014901,"Census Tract 149.01, Erie County, New York",2602,17,197,100,26343,4204,7.57109915449654,26343
36029014904,"Census Tract 149.04, Erie County, New York",637,175,0,123,10417,1915,0,10417
36029015301,"Census Tract 153.01, Erie County, New York",5028,200,85,55,28964,4384,1.69053301511535,28964
36029015501,"Census Tract 155.01, Erie County, New York",2037,190,324,186,22037,3531,15.9057437407953,22037
36029015900,"Census Tract 159, Erie County, New York",4271,18,447,185,22982,1986,10.4659330367595,22982
36029017300,"Census Tract 173, Erie County, New York",7114,433,382,264,34790,4547,5.36969356199044,34790
36029940100,"Census Tract 9401, Erie County, New York",19,33,19,33,,,100,
36031961000,"Census Tract 9610, Essex County, New York",4837,39,584,317,23915,3367,12.0735993384329,23915
36033940000,"Census Tract 9400, Franklin County, New York",3134,14,401,219,22308,6626,12.7951499680919,22308
36033950700,"Census Tract 9507, Franklin County, New York",2488,235,531,93,21369,3198,21.3424437299035,21369
36035970400,"Census Tract 9704, Fulton County, New York",1979,168,333,113,26187,1833,16.8266801414856,26187
36035970900,"Census Tract 9709, Fulton County, New York",3993,461,893,388,18058,5017,22.3641372401703,18058
36035971400,"Census Tract 9714, Fulton County, New York",3645,22,539,269,25931,2727,14.7873799725652,25931
36037950500,"Census Tract 9505, Genesee County, New York",2889,309,338,197,18329,3179,11.699550017307,18329
36037950600,"Census Tract 9506, Genesee County, New York",2207,318,497,346,20943,4463,22.5192569098324,20943
36037950700,"Census Tract 9507, Genesee County, New York",2532,372,817,355,17721,3545,32.2669826224329,17721
36037950800,"Census Tract 9508, Genesee County, New York",3427,359,577,319,17750,4336,16.836883571637,17750
36039080800,"Census Tract 808, Greene County, New York",2991,160,0,123,2499,,0,2499
36041950400,"Census Tract 9504, Hamilton County, New York",1421,171,214,151,25104,6087,15.0598170302604,25104
36043010201,"Census Tract 102.01, Herkimer County, New York",3647,231,519,221,23539,2529,14.2308746915273,23539
36043010701,"Census Tract 107.01, Herkimer County, New York",2911,212,554,242,20877,1404,19.0312607351426,20877
36043011001,"Census Tract 110.01, Herkimer County, New York",2080,177,162,86,21779,2701,7.78846153846154,21779
36045060300,"Census Tract 603, Jefferson County, New York",3998,356,477,231,25868,2754,11.9309654827414,25868
36045060400,"Census Tract 604, Jefferson County, New York",6323,405,430,190,27711,2935,6.80056934999209,27711
36045060803,"Census Tract 608.03, Jefferson County, New York",7369,518,1116,451,24608,2834,15.1445243588004,24608
36045061200,"Census Tract 612, Jefferson County, New York",3641,391,1074,375,16606,2776,29.497390826696,16606
36045061900,"Census Tract 619, Jefferson County, New York",3496,262,379,204,29453,3000,10.8409610983982,29453
36045990001,"Census Tract 9900.01, Jefferson County, New York",0,123,0,123,,,,
36047000501,"Census Tract 5.01, Kings County, New York",3377,448,254,159,54706,8738,7.52146875925378,54706
36047000900,"Census Tract 9, Kings County, New York",4266,322,483,191,60842,10987,11.3220815752461,60842
36047002000,"Census Tract 20, Kings County, New York",1611,324,247,222,27344,11642,15.3320918684047,27344
36047002901,"Census Tract 29.01, Kings County, New York",2795,460,1764,390,8396,998,63.1127012522361,8396
36047003500,"Census Tract 35, Kings County, New York",1437,268,82,68,31439,9585,5.70633263743911,31439
36047003900,"Census Tract 39, Kings County, New York",2134,338,439,106,42024,5956,20.5716963448922,42024
36047004700,"Census Tract 47, Kings County, New York",1185,185,82,86,63382,16610,6.91983122362869,63382
36047005201,"Census Tract 52.01, Kings County, New York",1856,296,588,223,17367,4341,31.6810344827586,17367
36047005602,"Census Tract 56.02, Kings County, New York",1595,222,202,131,30806,6866,12.6645768025078,30806
36047006200,"Census Tract 62, Kings County, New York",2872,299,460,292,35000,9441,16.016713091922,35000
36047006600,"Census Tract 66, Kings County, New York",3478,463,367,167,28814,5464,10.5520414031052,28814
36047007100,"Census Tract 71, Kings County, New York",4544,426,1270,366,23258,3685,27.9489436619718,23258
36047007600,"Census Tract 76, Kings County, New York",4389,431,1177,346,17679,7096,26.8170426065163,17679
36047008000,"Census Tract 80, Kings County, New York",3816,463,1192,325,16357,2389,31.2368972746331,16357
36047008600,"Census Tract 86, Kings County, New York",0,123,0,123,,,,
36047009400,"Census Tract 94, Kings County, New York",4939,522,964,450,21119,1692,19.5181210771411,21119
36047010200,"Census Tract 102, Kings County, New York",5461,480,1220,396,18627,2182,22.3402307269731,18627
36047099400,"Census Tract 994, Kings County, New York",2009,360,21,34,34846,5476,1.04529616724739,34846
36047099600,"Census Tract 996, Kings County, New York",3614,589,130,110,31493,8057,3.59712230215827,31493
36047099800,"Census Tract 998, Kings County, New York",3535,514,540,241,35598,8693,15.2758132956153,35598
36047100400,"Census Tract 1004, Kings County, New York",2605,320,198,180,36100,6518,7.60076775431862,36100
36047101000,"Census Tract 1010, Kings County, New York",2425,378,226,185,34045,7313,9.31958762886598,34045
36047101600,"Census Tract 1016, Kings County, New York",1613,279,129,126,46082,6379,7.99752014879107,46082
36047102200,"Census Tract 1022, Kings County, New York",1895,386,197,131,34229,4895,10.3957783641161,34229
36047105801,"Census Tract 1058.01, Kings County, New York",7408,524,1826,420,17290,2454,24.6490280777538,17290
36047110600,"Census Tract 1106, Kings County, New York",4423,385,1684,405,14632,4092,38.0737056296631,14632
36047111000,"Census Tract 1110, Kings County, New York",3306,344,1138,313,17107,4036,34.4222625529341,17107
36047112200,"Census Tract 1122, Kings County, New York",2814,428,583,256,27165,4767,20.7178393745558,27165
36047113200,"Census Tract 1132, Kings County, New York",2068,291,364,202,32590,11932,17.6015473887814,32590
36047114600,"Census Tract 1146, Kings County, New York",2317,495,695,362,17951,8733,29.9956840742339,17951
36047115600,"Census Tract 1156, Kings County, New York",4347,597,2223,616,13252,3115,51.1387163561077,13252
36047116400,"Census Tract 1164, Kings County, New York",3013,488,549,351,24286,5073,18.2210421506804,24286
36047117202,"Census Tract 1172.02, Kings County, New York",3498,596,869,369,21498,3496,24.8427672955975,21498
36047117602,"Census Tract 1176.02, Kings County, New York",3716,678,861,533,20788,1992,23.1700753498385,20788
